"","distancia_centro_comercial","distancia_escuela","distancia_universidad","distancia_cesped","distancia_bosques","distancia_parque","distancia_cine","distancia_discoteca","distancia_transporte","geometry"
"26521",515,3390,1221,16630,6308,1490,79,66,1951,c(-74.047589, 4.72952)
"26522",38,963,1051,54163,5423,2832,20,67,2714,c(-74.062864, 4.725503)
"26523",2307,5102,439,6601,6616,11299,12,98,889,c(-74.132521, 4.65521)
"26524",1273,740,210,50307,6589,610,83,100,1449,c(-74.115975, 4.669505)
"26525",1273,740,210,50325,6589,610,12,99,1449,c(-74.116833, 4.668821)
"26526",1272,740,210,50325,6589,610,12,99,1449,c(-74.117348, 4.668992)
"26527",1273,740,210,50325,6589,609,12,99,1449,c(-74.117348, 4.668364)
"26528",90,976,1755,41296,8090,28583,46,71,505,c(-74.070956, 4.655582)
"26529",1109,690,1751,40764,3794,192,13,71,615,c(-74.071243, 4.650649)
"26530",1109,690,1751,40764,3794,192,13,71,1203,c(-74.071774, 4.6508)
"26531",2774,3320,74,59247,8345,21057,31,50,411,c(-74.042224, 4.76304)
"26532",555,1064,1219,29870,1151,3585,32,69,153,c(-74.033027, 4.725515)
"26533",443,7180,166,29868,4826,5151,32,69,134,c(-74.030431, 4.723217)
"26534",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.039071, 4.725336)
"26535",420,3431,1219,6965,1151,17782,79,69,1942,c(-74.039929, 4.724651)
"26536",422,7074,1219,6963,1151,13885,79,69,1946,c(-74.036299, 4.725279)
"26537",1659,415,166,45951,1151,31570,32,69,134,c(-74.037343, 4.720396)
"26538",1868,3451,1397,13487,8416,2049,79,50,1992,c(-74.043341, 4.741523)
"26539",2563,2710,156,6368,3405,3338,14,54,129,c(-74.033654, 4.68854)
"26540",2563,2710,156,6368,3405,19394,14,54,129,c(-74.033604, 4.688628)
"26541",174,2980,156,6673,3405,3354,14,54,129,c(-74.034269, 4.690902)
"26542",1139,7876,260,34633,6911,443,67,141,375,c(-74.078861, 4.600598)
"26543",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26544",636,6830,1529,27539,4734,4914,44,53,1914,c(-74.048412, 4.710895)
"26545",295,6895,170,45207,4756,4909,44,66,874,c(-74.047613, 4.714463)
"26546",733,2308,2283,41218,4327,10453,27,57,2619,c(-74.075773, 4.624356)
"26547",1273,683,210,9846,6589,5562,55,100,443,c(-74.110373, 4.664301)
"26548",164,683,210,9812,6589,23374,55,100,443,c(-74.110121, 4.663513)
"26549",471,5090,43,27828,5792,289,26,43,907,c(-74.067464, 4.618436)
"26550",471,5091,43,27828,5792,289,26,43,907,c(-74.067171, 4.619161)
"26551",489,791,1238,4927,3568,1861,44,53,68,c(-74.032694, 4.704694)
"26552",284,556,168,15410,3568,1864,32,53,68,c(-74.028857, 4.706136)
"26553",1770,5384,1219,29861,1150,16771,79,69,1962,c(-74.031884, 4.728242)
"26554",291,3428,1220,69238,4755,1590,79,66,134,c(-74.044372, 4.721064)
"26555",290,3428,1219,69234,4755,1593,79,66,134,c(-74.043863, 4.720134)
"26556",2259,3480,1922,1277,8048,32795,19,10,195,c(-74.106057, 4.695291)
"26557",636,6831,1145,27540,4734,5060,44,55,1914,c(-74.049244, 4.709294)
"26558",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.048978, 4.709268)
"26559",489,6990,1237,14055,4735,19855,44,53,1907,c(-74.039987, 4.704353)
"26560",1688,522,1237,13836,4735,31149,44,53,1907,c(-74.041717, 4.707089)
"26561",1141,7815,1067,40638,5713,14255,70,47,1824,c(-74.070143, 4.604386)
"26562",749,7342,156,15550,1047,5843,44,53,68,c(-74.035814, 4.700839)
"26563",2308,7393,439,57148,6616,11323,12,98,889,c(-74.1292345, 4.656878)
"26564",1609,3463,288,6270,6394,35483,29,55,1906,c(-74.061514, 4.709354)
"26565",2373,991,288,64043,6311,5062,29,67,2534,c(-74.0709957, 4.7140802)
"26566",638,522,1237,13836,4735,31011,44,53,1907,c(-74.0408089, 4.7061713)
"26567",638,522,1237,13836,4735,31011,44,53,1907,c(-74.0408089, 4.7061713)
"26568",638,522,1237,13836,4735,31011,44,53,1907,c(-74.0408089, 4.7061713)
"26569",626,3146,1151,7098,4873,8537,44,55,1900,c(-74.053, 4.7)
"26570",638,522,1237,13836,4735,31011,44,53,1907,c(-74.0408089, 4.7061713)
"26571",1060,3344,1152,13578,4880,15529,44,53,1900,c(-74.04667, 4.698884)
"26572",733,2310,750,60911,3544,34853,13,140,883,c(-74.0782840671, 4.6282944014)
"26573",137,7306,1126,26784,8177,19672,21,46,2242,c(-74.063373, 4.6704906)
"26574",1487,4153,1165,1057,8046,9028,19,87,260,c(-74.1145634651, 4.7037437752)
"26575",557,3459,157,57653,6344,4652,16,56,2297,c(-74.062, 4.691)
"26576",2274,576,1454,29239,5109,11006,80,16,122,c(-74.148657, 4.603697)
"26577",757,907,438,13700,5104,3651,28,107,717,c(-74.1412824, 4.6381198)
"26578",1124,16,433,2,8231,24360,84,92,787,c(-74.109090566, 4.5777771598)
"26579",2267,5455,189,30227,5921,22113,80,16,1148,c(-74.1490548, 4.5902041)
"26580",86,2710,1055,6512,1039,31543,14,54,129,c(-74.0307980776, 4.6931929225)
"26581",445,2643,1154,13723,1503,1875,33,64,2289,c(-74.0486813662, 4.6852736707)
"26582",445,2643,1154,13723,1503,1875,33,64,2289,c(-74.0486813662, 4.6852736707)
"26583",486,3344,156,13561,1038,5831,44,53,68,c(-74.0375628, 4.6975185)
"26584",626,2153,1150,16373,4899,25518,16,56,490,c(-74.0534305573, 4.6943875984)
"26585",295,6939,1221,15541,4755,5589,20,62,1925,c(-74.0496883, 4.718468)
"26586",489,519,1237,14061,4735,19853,44,53,68,c(-74.039, 4.705)
"26587",295,490,1221,15534,4755,12883,20,66,1925,c(-74.048, 4.718)
"26588",293,3420,1221,13513,4755,4745,79,66,1938,c(-74.046, 4.725)
"26589",425,2162,166,46130,4755,31437,32,69,134,c(-74.036, 4.718)
"26590",425,2162,166,49633,4755,5146,32,69,134,c(-74.036, 4.717)
"26591",625,3438,1145,13615,4880,3625,44,54,490,c(-74.05, 4.695)
"26592",626,2153,1150,16373,4898,25518,16,56,490,c(-74.054, 4.695)
"26593",1770,1064,1219,29868,1151,5153,32,69,153,c(-74.031, 4.725)
"26594",489,519,1237,14055,4735,31016,44,53,1907,c(-74.04, 4.705)
"26595",489,519,1237,14055,4735,31016,44,53,1907,c(-74.04, 4.705)
"26596",2357,6991,1238,14086,3566,1861,44,53,68,c(-74.032, 4.703)
"26597",626,3146,1151,7100,4881,8537,44,56,1900,c(-74.052, 4.699)
"26598",1060,3438,1153,13618,4880,6223,44,54,2276,c(-74.049, 4.692)
"26599",427,415,1219,69234,4755,1592,79,69,134,c(-74.042, 4.72)
"26600",291,3431,1219,69237,4755,5812,79,69,134,c(-74.043, 4.723)
"26601",2236,7055,1055,6512,1039,11234,14,54,129,c(-74.031, 4.694)
"26602",857,5385,1989,15729,4851,12517,32,69,134,c(-74.028, 4.722)
"26603",289,6896,170,27544,4752,4910,44,53,1914,c(-74.047, 4.712)
"26604",489,6990,1237,45778,4735,1160,44,53,68,c(-74.039, 4.704)
"26605",1060,3438,1153,13792,4880,721,44,54,2276,c(-74.047, 4.692)
"26606",1061,3344,1152,60970,4880,1494,44,54,66,c(-74.0429326, 4.6935751)
"26607",175,2980,749,6802,3527,5642,14,54,65,c(-74.038, 4.688)
"26608",1129,7815,1067,40631,5713,9432,71,141,379,c(-74.071, 4.605)
"26609",658,843,1184,54067,4242,17629,9,107,2550,c(-74.124, 4.625)
"26610",1280,446,2240,24260,4337,15725,84,92,1091,c(-74.102850478, 4.6001977536)
"26611",152,5089,39,25376,3474,11139,26,45,706,c(-74.069, 4.616)
"26612",560,1739,157,60735,8177,4412,16,64,2449,c(-74.061, 4.68)
"26613",20,1956,781,26884,5244,34424,13,1,1073,c(-74.073, 4.637)
"26614",139,482,911,41262,8089,9368,22,71,598,c(-74.066, 4.663)
"26615",164,681,210,388,6589,5555,56,100,442,c(-74.106, 4.666)
"26616",165,758,1286,1343,6615,31662,11,30,464,c(-74.109, 4.653)
"26617",2554,7811,1921,20190,8048,16396,83,106,303,c(-74.111, 4.681)
"26618",1609,2474,288,13940,6310,35899,29,55,2529,c(-74.066309, 4.7091238)
"26619",1296,5112,76,13005,7148,13376,31,50,2019,c(-74.0583146, 4.7529247)
"26620",478,7134,1051,17804,5425,15451,42,67,2714,c(-74.069, 4.726)
"26621",461,5630,1151,68626,6393,1236,16,55,2473,c(-74.064, 4.701)
"26622",626,3146,1151,12792,6399,15505,29,55,401,c(-74.06, 4.704)
"26623",694,4217,1050,61033,6310,21937,29,70,2533,c(-74.074, 4.715)
"26624",755,2452,438,419,4242,16894,62,107,1641,c(-74.13, 4.635)
"26625",755,196,439,426,16,34532,62,107,1658,c(-74.127, 4.636)
"26626",260,2003,176,13870,5692,8496,74,70,879,c(-74.08, 4.699)
"26627",328,113,1050,68955,5687,30504,29,70,2528,c(-74.076, 4.706)
"26628",256,2003,176,18364,7838,10738,74,9,879,c(-74.082, 4.695)
"26629",466,1996,1173,59212,6391,15587,16,56,2459,c(-74.066, 4.692)
"26630",466,1996,1173,59212,6391,15587,16,56,2459,c(-74.066, 4.692)
"26631",477,588,1051,68234,5427,2736,42,67,2716,c(-74.065, 4.727)
"26632",636,3146,1151,13980,4885,9352,44,55,1906,c(-74.056275, 4.7057403)
"26633",1452,3460,288,39738,4734,11513,20,55,1915,c(-74.0599985, 4.7121572)
"26634",2466,5607,34,40240,7232,411,67,47,198,c(-74.0766402, 4.593746)
"26635",1160,3602,439,23379,6614,16860,12,107,889,c(-74.1285538673, 4.6439048566)
"26636",659,1629,1301,24567,4242,16793,9,118,1284,c(-74.1220032267, 4.6203630868)
"26637",2261,910,1395,5962,8047,9218,19,10,195,c(-74.105, 4.697)
"26638",2655,7720,1166,12722,7960,9853,24,87,21,c(-74.127, 4.716)
"26639",471,5090,45,27828,3474,289,26,45,907,c(-74.067, 4.618)
"26640",445,2643,1154,17640,4879,5114,33,64,2276,c(-74.052, 4.686)
"26641",491,3344,1237,13833,4735,9942,44,53,1907,c(-74.042804, 4.7051748)
"26642",626,3438,1150,13623,4879,9349,16,56,1861,c(-74.052, 4.692)
"26643",626,3146,1145,13550,4881,973,44,55,400,c(-74.051, 4.701)
"26644",176,3344,156,13558,3527,5708,14,54,68,c(-74.04, 4.693)
"26645",2405,7342,1238,15550,1047,3313,44,53,68,c(-74.035, 4.702)
"26646",635,1315,1145,13534,4734,5044,44,53,1907,c(-74.048, 4.705)
"26647",626,3146,1151,7100,4881,8537,44,56,1900,c(-74.052, 4.699)
"26648",1060,3438,1152,13795,4880,5692,44,54,66,c(-74.046, 4.694)
"26649",486,3344,156,13554,1038,5819,14,53,68,c(-74.036, 4.698)
"26650",425,2162,170,49633,4758,1959,32,69,874,c(-74.0368016, 4.7141425)
"26651",79,2980,156,13554,1038,5806,14,54,68,c(-74.0355982056, 4.6955338336)
"26652",609,214,1048,18286,5672,29149,29,70,2533,c(-74.0812909, 4.7122284)
"26653",1060,3344,1152,13819,4880,34102,44,54,66,c(-74.0447974, 4.6979183)
"26654",446,2643,1633,26483,3516,15492,33,54,2289,c(-74.0452997, 4.6857396)
"26655",443,1059,166,15721,4852,2007,32,69,134,c(-74.0298056602, 4.7223915969)
"26656",1775,3421,1221,13504,4755,4748,79,69,153,c(-74.0436287, 4.7278599)
"26657",208,7074,1219,49313,1150,14125,79,69,1967,c(-74.0385628, 4.7318945)
"26658",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26659",529,3421,1219,6965,1151,17785,79,69,1943,c(-74.0409636497, 4.7251930039)
"26660",162,761,2036,21326,6615,642,38,30,463,c(-74.1137188, 4.6538621)
"26661",31,4639,624,47097,3553,8419,13,140,1297,c(-74.082, 4.628)
"26662",582,3452,1173,48878,8178,8210,30,64,473,c(-74.0688940517, 4.6830744358)
"26663",1946,23,121,19468,10,70,10,80,1340,c(-74.0895250327, 4.6485180122)
"26664",420,415,1219,6532,1151,17783,79,69,134,c(-74.0388759, 4.7231524)
"26665",1256,716,19,721,3860,5789,10,140,922,c(-74.0945198764, 4.6322167654)
"26666",1256,716,20,20820,3863,4617,10,140,1320,c(-74.09573, 4.633841)
"26667",1256,716,19,721,3860,5789,10,140,922,c(-74.0945198764, 4.6322167654)
"26668",1256,716,20,20820,3863,4617,10,140,1320,c(-74.09573, 4.633841)
"26669",1256,716,19,721,3860,5789,10,140,922,c(-74.0945198764, 4.6322167654)
"26670",1256,716,20,20820,3863,4617,10,140,1320,c(-74.09573, 4.633841)
"26671",1256,716,20,20820,3863,4617,10,140,1320,c(-74.09573, 4.633841)
"26672",1256,716,20,20820,3863,4617,10,140,1320,c(-74.09573, 4.633841)
"26673",2068,3327,1397,43801,1150,1086,79,69,488,c(-74.039763, 4.7377279)
"26674",569,2580,74,69114,8393,906,31,50,2023,c(-74.049757, 4.755412)
"26675",2695,1044,1166,12724,8561,3393,24,87,21,c(-74.124464, 4.715793)
"26676",79,2980,156,13554,1038,5819,14,53,68,c(-74.0356159921, 4.6978458219)
"26677",636,1322,1151,54287,4885,9351,44,55,1906,c(-74.056, 4.707)
"26678",529,7074,1219,49318,1151,10610,79,69,153,c(-74.0404776, 4.7269411)
"26679",1776,3420,1221,13510,4755,4745,79,66,1942,c(-74.046, 4.726)
"26680",529,7074,1219,49318,1151,10610,79,69,153,c(-74.0404776, 4.7269411)
"26681",560,3459,157,48102,6321,14726,16,64,2295,c(-74.06, 4.686)
"26682",733,2308,2283,41218,4327,19957,27,57,2619,c(-74.075, 4.624)
"26683",477,588,1051,9013,5426,2736,42,67,2714,c(-74.064907, 4.726731)
"26684",465,3006,1150,59211,6371,17129,16,56,2459,c(-74.062, 4.695)
"26685",461,1102,1173,59226,6393,5612,16,56,2472,c(-74.068, 4.699)
"26686",1609,3463,288,63098,6394,21846,29,55,233,c(-74.062786, 4.707518)
"26687",1315,6790,420,11009,5984,13600,25,13,221,c(-74.097, 4.752)
"26688",1443,1040,420,58286,7986,2458,24,14,981,c(-74.125, 4.746)
"26689",36,390,1051,54177,6304,3480,20,67,405,c(-74.059, 4.726)
"26690",325,114,288,68487,5686,21864,29,55,234,c(-74.071, 4.705)
"26691",1609,117,288,30095,6394,15500,29,55,233,c(-74.063867, 4.705246)
"26692",1609,117,288,30088,6394,15555,29,55,233,c(-74.063978, 4.704985)
"26693",557,3459,157,57653,6344,7284,16,56,2297,c(-74.062, 4.69)
"26694",351,991,288,61032,6310,2015,29,70,2534,c(-74.072, 4.713)
"26695",328,8051,288,61022,5686,5950,29,55,234,c(-74.072, 4.706)
"26696",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26697",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26698",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26699",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26700",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26701",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26702",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26703",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26704",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26705",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26706",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26707",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26708",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26709",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26710",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26711",248,3652,1184,23548,5104,16913,8,137,1707,c(-74.138, 4.63)
"26712",248,3652,1184,31,5104,16913,8,137,1707,c(-74.138256, 4.630062)
"26713",403,1138,438,23825,5104,699,28,107,12,c(-74.144095, 4.641831)
"26714",1346,5292,1248,11622,6235,20874,80,16,987,c(-74.169441, 4.604698)
"26715",1579,245,1454,29148,5109,2961,3,108,122,c(-74.143, 4.608)
"26716",1273,683,210,30138,6589,5562,55,100,442,c(-74.110509, 4.665224)
"26717",15,671,1920,53853,6679,4710,47,106,2345,c(-74.100801, 4.680085)
"26718",456,1602,178,3302,7835,29178,74,70,965,c(-74.089861, 4.701711)
"26719",12,653,1921,3793,8038,9976,83,99,298,c(-74.1194, 4.679911)
"26720",2681,474,1173,18080,8175,1598,74,65,244,c(-74.081367, 4.689332)
"26721",164,681,210,388,6589,5555,56,100,442,c(-74.106, 4.666)
"26722",1489,4334,1165,985,7999,32908,19,86,2623,c(-74.127, 4.706)
"26723",11,501,155,68912,6678,17214,57,106,421,c(-74.103301, 4.670833)
"26724",11,501,155,19929,6674,17213,57,106,442,c(-74.104, 4.67)
"26725",11,398,155,19929,6674,17212,83,106,421,c(-74.105, 4.671)
"26726",11,398,155,19929,6674,17212,83,106,421,c(-74.105, 4.671)
"26727",747,4153,1165,1056,8046,9030,19,87,260,c(-74.114, 4.703)
"26728",5,941,1919,11912,6646,8508,47,105,2348,c(-74.096, 4.674)
"26729",2695,2840,1165,18973,8497,10869,19,87,289,c(-74.118103981, 4.7103518334)
"26730",1488,4192,1165,67782,8041,7968,19,87,265,c(-74.119, 4.705)
"26731",2680,1151,1395,18906,7838,1436,74,9,246,c(-74.090188, 4.686892)
"26732",471,5090,43,27828,5792,289,26,45,907,c(-74.067479, 4.618329)
"26733",471,5090,43,27828,1423,289,26,45,907,c(-74.067344, 4.618257)
"26734",1141,7815,1067,40638,6867,14255,68,47,1824,c(-74.070171, 4.604211)
"26735",471,5090,43,27828,1423,289,26,45,907,c(-74.067273, 4.618259)
"26736",1133,7815,241,40621,5712,10500,27,141,380,c(-74.074, 4.607)
"26737",1060,3344,1152,13806,4880,5736,44,54,66,c(-74.043468, 4.695351)
"26738",284,556,168,15393,1042,1864,32,53,68,c(-74.027593, 4.704705)
"26739",2563,2710,156,6368,3405,19394,14,54,129,c(-74.033577, 4.688753)
"26740",491,3344,1237,13836,4735,9942,44,53,1907,c(-74.04231, 4.705686)
"26741",531,7074,1219,29877,1151,6512,79,69,1958,c(-74.035, 4.729)
"26742",531,7074,1219,29877,1151,6512,79,69,1958,c(-74.035, 4.729)
"26743",635,1315,1145,13534,4734,5053,44,53,1907,c(-74.047, 4.705)
"26744",635,1315,1145,13534,4734,5053,44,53,1907,c(-74.047, 4.705)
"26745",1060,3438,1153,13769,4880,1994,33,54,2289,c(-74.047, 4.691)
"26746",294,6939,1221,16541,4755,956,20,62,1925,c(-74.051, 4.72)
"26747",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040701, 4.697485)
"26748",441,2162,166,15520,4758,5146,32,69,134,c(-74.0351486206, 4.7150351765)
"26749",284,7058,1241,15638,3568,1862,32,53,68,c(-74.031027, 4.708075)
"26750",79,6991,1241,14101,3568,1860,14,53,68,c(-74.030259, 4.702929)
"26751",1060,3344,1152,60958,4880,1491,44,54,66,c(-74.044738, 4.693641)
"26752",178,2980,156,13555,1038,1201,14,54,68,c(-74.037796, 4.693794)
"26753",1061,3344,156,13575,4880,1976,44,54,68,c(-74.040714, 4.697556)
"26754",2564,2980,156,6673,3405,3356,14,54,129,c(-74.034494, 4.690259)
"26755",1659,415,166,45951,1151,31570,32,69,134,c(-74.037091, 4.720945)
"26756",555,2162,166,46003,1151,12860,32,69,134,c(-74.035294, 4.721083)
"26757",2563,2710,156,6368,3405,19394,14,54,129,c(-74.033617, 4.688746)
"26758",290,3428,1219,69234,4755,1593,79,66,134,c(-74.043937, 4.720185)
"26759",284,526,168,15406,3568,1069,32,53,68,c(-74.029325, 4.70785)
"26760",489,7058,1238,4927,3568,32157,44,53,68,c(-74.032753, 4.706703)
"26761",1060,3438,1153,13618,4879,6215,44,54,1852,c(-74.049511, 4.692184)
"26762",514,3420,1221,13511,4755,909,79,66,1942,c(-74.048, 4.726)
"26763",427,415,170,27455,4755,3368,32,66,1925,c(-74.043, 4.717)
"26764",1060,3344,1152,13579,4880,15526,44,54,1900,c(-74.047, 4.697)
"26765",1061,3344,156,13576,4880,1976,44,54,68,c(-74.041, 4.696)
"26766",531,7074,1219,29877,1151,6512,79,69,1958,c(-74.035, 4.729)
"26767",427,415,170,27454,4755,3365,79,69,134,c(-74.042, 4.719)
"26768",635,6924,1145,13534,4734,5074,44,53,1907,c(-74.047, 4.706)
"26769",635,6924,1145,13534,4734,5074,44,53,1907,c(-74.047, 4.706)
"26770",284,549,168,15394,1042,1864,32,53,68,c(-74.026493, 4.705064)
"26771",176,3344,1152,13810,4880,11196,14,54,66,c(-74.041835, 4.693668)
"26772",284,549,168,15395,1042,1864,32,53,68,c(-74.026175, 4.705344)
"26773",198,1083,1928,59426,8409,31598,31,50,2026,c(-74.038435, 4.755404)
"26774",626,3146,1151,16436,4873,971,44,55,400,c(-74.052529, 4.702824)
"26775",631,3344,1145,13540,4881,34109,44,53,400,c(-74.046838, 4.702276)
"26776",295,6895,170,45208,4756,4907,44,53,1922,c(-74.04797, 4.713977)
"26777",490,6924,1145,13834,4735,5034,44,53,1907,c(-74.045767, 4.706006)
"26778",284,550,168,15408,3568,1863,32,53,68,c(-74.029188, 4.706891)
"26779",1087,415,170,27657,4755,3367,32,69,874,c(-74.040543, 4.715572)
"26780",2065,416,932,58261,6300,13873,79,50,404,c(-74.034925, 4.746541)
"26781",481,429,932,58130,8411,13905,79,50,404,c(-74.036562, 4.747011)
"26782",176,3344,156,6685,3527,5741,14,54,68,c(-74.039885, 4.69218)
"26783",445,2645,1153,13751,4879,718,33,54,2289,c(-74.047144, 4.688948)
"26784",79,2980,156,13554,1038,5806,14,54,68,c(-74.035607, 4.696187)
"26785",79,2980,156,57807,1038,5809,14,54,68,c(-74.034459, 4.694735)
"26786",488,3344,1152,13828,4735,32273,44,53,400,c(-74.045403, 4.70238)
"26787",1060,3344,1152,13818,4880,1974,44,53,68,c(-74.04287, 4.698411)
"26788",198,1083,1928,46487,8409,31597,31,50,2026,c(-74.038794, 4.755436)
"26789",2564,2980,156,6673,3405,3356,14,54,129,c(-74.034502, 4.69024)
"26790",2564,2980,156,6673,3405,3356,14,54,129,c(-74.034555, 4.690262)
"26791",2564,2980,156,6673,3405,3356,14,54,129,c(-74.034487, 4.690271)
"26792",555,1064,1219,29870,1151,5186,32,69,153,c(-74.032373, 4.725569)
"26793",529,7074,1219,6535,1151,13883,79,69,1951,c(-74.035194, 4.726827)
"26794",530,3421,1219,13509,4755,1061,79,69,1943,c(-74.042034, 4.725726)
"26795",1776,3420,1221,13513,4755,20754,79,66,1939,c(-74.046841, 4.725376)
"26796",292,3421,1220,13514,4755,1062,79,69,134,c(-74.043297, 4.723861)
"26797",1868,3451,1397,13486,8413,8309,79,50,1993,c(-74.042141, 4.741921)
"26798",173,2980,156,57795,3437,19394,14,54,129,c(-74.033668, 4.69127)
"26799",1770,5384,1219,29861,1150,16771,79,69,1962,c(-74.031691, 4.728366)
"26800",289,6896,170,27545,4739,4910,44,53,1914,c(-74.047377, 4.712032)
"26801",489,522,1237,49692,4736,31149,44,53,1914,c(-74.039862, 4.707574)
"26802",425,2162,166,15520,4755,5146,32,69,134,c(-74.035, 4.716)
"26803",284,556,168,15393,1042,1864,32,53,68,c(-74.027719, 4.70467)
"26804",284,526,168,15406,1042,1068,32,53,68,c(-74.028913, 4.707787)
"26805",284,550,168,15408,1042,1863,32,53,68,c(-74.028843, 4.707142)
"26806",491,6831,1237,13834,4735,5075,44,53,1907,c(-74.043732, 4.706948)
"26807",489,522,1237,49691,4736,31149,44,53,1907,c(-74.039858, 4.707146)
"26808",81,1815,1055,14096,3561,3298,14,53,68,c(-74.028, 4.7)
"26809",635,6831,1145,27541,4734,5035,44,53,1907,c(-74.047, 4.707)
"26810",1770,3309,1222,43807,4783,6767,32,69,1958,c(-74.028, 4.728)
"26811",749,6991,1055,15550,1047,3315,14,53,68,c(-74.033, 4.701)
"26812",178,2980,156,6688,3405,1201,14,54,68,c(-74.038, 4.693)
"26813",422,7074,1219,6537,1151,13880,79,69,153,c(-74.035, 4.726)
"26814",2405,7342,1238,15550,1047,3313,44,53,68,c(-74.035, 4.702)
"26815",2068,3328,1397,40412,6307,1479,79,69,488,c(-74.041, 4.738)
"26816",635,1315,1145,13534,4734,5053,44,53,1907,c(-74.047, 4.705)
"26817",295,6896,170,45209,4751,4914,44,55,1914,c(-74.049, 4.713)
"26818",635,1315,1145,13534,4734,5053,44,53,1907,c(-74.047, 4.705)
"26819",635,1315,1145,13534,4734,5053,44,53,1907,c(-74.047, 4.705)
"26820",178,2980,156,6688,3405,1201,14,54,68,c(-74.038, 4.693)
"26821",288,3423,1221,13520,4755,12538,79,66,134,c(-74.048, 4.723)
"26822",1060,3344,1152,60969,4880,5695,44,54,66,c(-74.044, 4.694)
"26823",1060,3344,1152,13819,4880,15511,44,54,68,c(-74.043, 4.698)
"26824",1060,3344,1152,13579,4880,3628,44,54,13,c(-74.047191, 4.6958346)
"26825",2405,7342,1238,15550,1047,3313,44,53,68,c(-74.035, 4.702)
"26826",555,7180,1219,29868,1151,3583,32,69,134,c(-74.03193, 4.723623)
"26827",626,2153,1151,13611,4879,724,44,56,13,c(-74.051862, 4.695715)
"26828",529,7074,1219,6962,1151,21555,79,69,153,c(-74.036721, 4.725984)
"26829",486,3344,156,47066,1047,5833,44,53,68,c(-74.039, 4.7)
"26830",420,415,1219,6532,1151,17783,79,69,134,c(-74.039, 4.723)
"26831",1061,3344,1152,13567,4880,15512,44,54,68,c(-74.042, 4.696)
"26832",1060,3344,1152,13819,4880,15511,44,54,68,c(-74.043, 4.698)
"26833",1060,3344,1152,13823,4880,15511,44,54,66,c(-74.043, 4.697)
"26834",626,3527,1150,16372,4895,8940,16,56,490,c(-74.054545, 4.694496)
"26835",626,3146,1151,7099,4881,8537,44,56,1900,c(-74.052548, 4.699235)
"26836",2246,2982,1055,1222,3561,3298,14,53,68,c(-74.029, 4.7)
"26837",518,718,1286,1313,16,5757,10,30,1370,c(-74.10294, 4.644834)
"26838",163,760,210,21262,6616,11045,53,30,9,c(-74.112705, 4.658058)
"26839",1273,4108,210,10788,6589,607,12,101,1449,c(-74.119, 4.666)
"26840",162,756,210,21319,6616,16543,41,30,454,c(-74.1169, 4.656151)
"26841",10,651,210,10792,6589,34562,83,99,1468,c(-74.118349, 4.673218)
"26842",507,661,436,21905,8037,4372,12,98,128,c(-74.139119, 4.67023)
"26843",10,651,210,10792,6589,22554,83,99,1468,c(-74.119, 4.673)
"26844",1273,3647,210,21437,6589,19725,53,101,454,c(-74.116, 4.662)
"26845",538,2352,436,66058,8037,4833,12,98,128,c(-74.147, 4.667)
"26846",1272,393,210,10792,6589,13217,12,99,1468,c(-74.121, 4.67)
"26847",1273,2670,210,40404,6589,28568,54,100,424,c(-74.115, 4.667)
"26848",1273,4108,210,21423,6589,599,12,101,1452,c(-74.119, 4.665)
"26849",2533,20,1286,9575,6611,11454,10,30,1387,c(-74.101882, 4.648999)
"26850",13,3512,1168,10298,8037,5684,83,86,293,c(-74.131255, 4.688081)
"26851",720,414,768,66100,3794,19934,13,144,621,c(-74.070052, 4.644145)
"26852",18,1706,69,19386,3802,137,13,80,1912,c(-74.082873, 4.644213)
"26853",2044,2309,750,60910,3552,34854,13,57,1302,c(-74.078801, 4.626929)
"26854",18,1710,66,43686,3794,5764,13,79,1074,c(-74.078292, 4.641009)
"26855",17,1709,69,47952,3801,135,13,80,1912,c(-74.080054, 4.644815)
